geometry;name;indexOfID;id
MULTIPOLYGON(((34.1201092142714 -118.242695671869,34.1199059513353 -118.242493503246,34.1198139297984 -118.242627086736,34.120017193412 -118.242829255463,34.1201092142714 -118.242695671869)));DREW STREET;10;10
MULTIPOLYGON(((33.9296586958888 -118.240077867659,33.9296582328017 -118.240263300848,33.9299075552305 -118.240262808811,33.9299226692181 -118.240262827276,33.9299377825197 -118.240262737587,33.930164851689 -118.240262287724,33.9302643729537 -118.240262090744,33.9302647738364 -118.240076654954,33.9301647071497 -118.240076852754,33.9299379417946 -118.240077302908,33.929922828491 -118.240077393713,33.9299077145055 -118.2400773742,33.9296586958888 -118.240077867659)));GRISBY POCKET PARK;11;11
MULTIPOLYGON(((33.9310519766602 -118.239367111071,33.9310825768654 -118.239389452136,33.9311099036505 -118.23941723588,33.9311332921326 -118.239449784443,33.9311521705129 -118.23948630559,33.9311660780773 -118.239525907897,33.9311746768694 -118.239567624581,33.9311777570484 -118.239610439473,33.9311778061934 -118.239661469693,33.9311782514927 -118.240118297416,33.9324565220545 -118.240101629776,33.9310519766602 -118.239367111071)));WATTS COMMUNITY PARK;12;12
MULTIPOLYGON(((34.0918693980115 -118.161369312474,34.0918515843767 -118.161459288296,34.0918570068698 -118.16146079415,34.0918622778063 -118.16146237448,34.0918675251539 -118.161464066377,34.0918727462124 -118.161465866584,34.0918779400787 -118.161467776184,34.0918831067529 -118.161469795177,34.0918882426304 -118.161471922471,34.0918933468109 -118.161474156982,34.091898417493 -118.161476497623,34.0919021365947 -118.161478303601,34.0919084538554 -118.161481496201,34.0919134159311 -118.161484153048,34.091918339102 -118.161486913847,34.0919232206664 -118.161489776425,34.0919280606229 -118.161492741866,34.0919328562683 -118.161495809082,34.0919376076069 -118.161498974822,34.0919423110313 -118.161502240161,34.0919469665428 -118.161505604017,34.0919515732414 -118.161509065305,34.0919561284253 -118.161512621851,34.0919606311929 -118.161516273654,34.091965080643 -118.161520020713,34.091969474978 -118.161523858689,34.091973812392 -118.161527789747,34.0919780919879 -118.161531810633,34.0919823137671 -118.161535920264,34.0919864750265 -118.161540117551,34.0919905730614 -118.161544402489,34.0919946096793 -118.161548771831,34.0919985821741 -118.161553226655,34.0920016777459 -118.161556808559,34.0920125724878 -118.16156980263,34.0920233640064 -118.161583131341,34.0920339613965 -118.161596682904,34.0920443592503 -118.161610456227,34.092054555772 -118.161624445886,34.0920645482642 -118.16163864646,34.0920743313219 -118.161653054686,34.092083905854 -118.161667665148,34.0920932655523 -118.161682475667,34.0921024086227 -118.161697479737,34.092110042514 -118.161710475121,34.0921113332677 -118.161712673021,34.0921200358869 -118.161728051177,34.0921285128816 -118.16174360878,34.0921367633528 -118.161759343661,34.0921447846062 -118.161775248229,34.0921525730414 -118.161791318143,34.0921601277625 -118.161807549066,34.0921674442663 -118.161823937739,34.0921745225643 -118.161840475493,34.0921813599547 -118.161857160156,34.0921879537416 -118.161873985219,34.0921943021277 -118.161890946346,34.0921963204114 -118.161896509204,34.09236129943 -118.161654841482,34.0924484506869 -118.161527176463,34.0924826170589 -118.161477126126,34.0925356027107 -118.16139951118,34.0926227555029 -118.161271844549,34.0923677403999 -118.161020577481,34.0923144731617 -118.161098606994,34.0922805887756 -118.161148243986,34.0922035638713 -118.161261074462,34.0918923987989 -118.161253132956,34.0918693980115 -118.161369312474)));EL SERENO COMMUNITY GARDENS;13;13
MULTIPOLYGON(((34.2530642757632 -118.418094208241,34.2527546314943 -118.417766801305,34.2526820858829 -118.417866238607,34.2529917298869 -118.418193644542,34.2530642757632 -118.418094208241)));Amistad Pocket Park;14;14
MULTIPOLYGON(((34.100997389254 -118.319034641092,34.100998431944 -118.318869483982,34.1005409208499 -118.318867069557,34.1005398790619 -118.319032226852,34.1009245724995 -118.319034257061,34.100997389254 -118.319034641092)));CARLTON WAY PARK;15;15
MULTIPOLYGON(((33.9986385129713 -118.260644877486,33.9986377600796 -118.260740086939,33.9988432276305 -118.260740735519,33.9988439868092 -118.260644702138,33.9988444118331 -118.260591078705,33.9988446463313 -118.260561386763,33.9988448287162 -118.260538291949,33.9986393609073 -118.26053776293,33.9986389431229 -118.260590549553,33.9986385129713 -118.260644877486)));McKinley Avenue Pocket Park;16;16
MULTIPOLYGON(((33.9795244013643 -118.333060653159,33.9795288754733 -118.332436339954,33.9793639996566 -118.332436926645,33.9793595266642 -118.333061159628,33.9795244013643 -118.333060653159)));SOUTH VICTORIA AVENUE PARK;17;17
MULTIPOLYGON(((33.7891895180359 -118.258758114708,33.7891264822997 -118.259919164975,33.7893994255268 -118.259968650074,33.789595157707 -118.260004108369,33.789839451335 -118.260048404676,33.7899835995988 -118.260074882204,33.7900321069582 -118.260083721003,33.7901194523833 -118.26009959145,33.7902552781223 -118.260124299611,33.7903911318051 -118.26014900794,33.7905259715783 -118.260159398234,33.7908828248059 -118.260186667325,33.7912326456488 -118.260213389014,33.7912393490647 -118.260213903235,33.7912545694348 -118.26021507011,33.791324003691 -118.258916379972,33.7914624301006 -118.256326099926,33.7914367578339 -118.256291367425,33.7900297410713 -118.256188966576,33.7893317139205 -118.256138194996,33.7891895180359 -118.258758114708)));Banning Park;18;36
MULTIPOLYGON(((34.2552097500345 -118.530585081534,34.2537217751613 -118.531639563107,34.2536488935355 -118.531728847155,34.2536367094814 -118.531743761236,34.2523100992558 -118.533368256639,34.2518681299143 -118.533909469391,34.2521936196323 -118.533909633022,34.2527370443355 -118.533909898739,34.2527353972907 -118.535862221757,34.2527353921626 -118.535863380182,34.2527354149863 -118.5358645377,34.2527354098582 -118.535865696124,34.2527354047301 -118.535866854548,34.2527353996019 -118.535868012972,34.2527353946227 -118.53586913774,34.2527353894945 -118.535870296165,34.2527353843664 -118.535871454589,34.2527353523592 -118.535928372957,34.2531838373978 -118.53592863827,34.2540906451157 -118.535929166931,34.2540903043309 -118.533910613276,34.2545436802479 -118.533910865381,34.2553679961481 -118.533911306955,34.2553677263608 -118.532344121872,34.2553675050302 -118.531168434178,34.255367470765 -118.531157546076,34.2553670651667 -118.531124648579,34.2553661925732 -118.531091748111,34.2553648529892 -118.531058843587,34.2553630190693 -118.531026003235,34.2553606891628 -118.530993192301,34.2553579208145 -118.530960445896,34.2553546563367 -118.530927761483,34.2553509244259 -118.530895173987,34.2553467262788 -118.530862616102,34.2553420596542 -118.530830187701,34.2553369247001 -118.530797855129,34.2553312960215 -118.530765652969,34.2553252260637 -118.530733545723,34.2553186885256 -118.530701569057,34.255311684171 -118.53066975446,34.2553042111921 -118.53063810301,34.2552962976883 -118.53060658014,34.2552879163145 -118.530575254079,34.255285887066 -118.530568026388,34.2552097500345 -118.530585081534)));Northridge Recreation Center;19;179
MULTIPOLYGON(((34.0344483139483 -118.319458766387,34.0344466709266 -118.31994408942,34.03461170259 -118.319944731209,34.0347767270428 -118.319945372972,34.0349417496939 -118.319946014731,34.0351067741495 -118.319946656499,34.0351083955565 -118.319461325224,34.0351100150098 -118.318975995012,34.0349449959524 -118.318975357344,34.034779977798 -118.318974719682,34.034614959645 -118.318974082023,34.0344499478041 -118.31897344439,34.0344483139483 -118.319458766387)));Benny H. Potter West Adams Avenues Memorial Park;20;484
